Domain Name,Organization
rucker.army.mil,U.S. Army Aviation Center of Excellence and Fort Rucker
safety.army.mil,Army Safety (Combat Readiness Center)
joint.safety.army.mil,Unknown
samhouston.army.mil,U.S. Army Support Activity Joint Base San Antonio
scguard.army.mil,South Carolina National Guard
sdcl.army.mil,Unknown
sddc.army.mil,SDDC Public Website
opssitrep.sddc.army.mil,Unknown
pat.sddc.army.mil,Unknown
sitrep.sddc.army.mil,Unknown
sec.army.mil,Enterprise Solutions Competency Center (ESCC)
ako.sec.army.mil,Army Reprogramming Analysis Team (ARAT)
sexualassault.army.mil,Army Sexual Harassment/Assault Response & Prevention (SHARP)
sfl-tap.army.mil,Unknown
sierra.army.mil,"Sierra Army Depot, Calif."
signal.army.mil,35th Signal Brigade
cs.signal.army.mil,Unknown
ia.signal.army.mil,Unknown
sill-www.army.mil,"30th Air Defense Artillery Brigade, Fort Sill, Okla."
mrmc.smallbusopps.army.mil,USAMRMC Office of Small Business Programs
smallpox.army.mil,Smallpox
soldierforlife.army.mil,Army Echoes
sos.army.mil,Survivor Outreach Services (SOS)
spiritfit.army.mil,Virtual Spiritual Fitness Center
sportal.army.mil,Unknown
srleaders.army.mil,Unknown
srw.army.mil,Unknown
fc.ssf.army.mil,Unknown
tip.ssf.army.mil,Unknown
ssi.army.mil,"Soldier Support Institute, Fort Jackson, S.C."
stats.army.mil,Unknown
stayarmyreserve.army.mil,Stay Army Reserve
stewart.army.mil,"3rd Infantry Division, Fort Stewart, Ga."
strategicstudiesinstitute.army.mil,U.S. Army War College Strategic Studies Institute
stuttgart.army.mil,"Stuttgart, U.S. Army Garrison"
supportrecruiting.army.mil,Unknown
survey.army.mil,Unknown
autodiscover.afghan.swa.army.mil,Unknown
rpc.afghan.swa.army.mil,Unknown
webmail.afghan.swa.army.mil,Unknown
webmail.swa.army.mil,Unknown
swt.army.mil,Unknown
tacom.army.mil,U.S. Army TACOM - Life Cycle Management Command - Integrated Logistics Support Center
contracting.tacom.army.mil,Army Contracting Command - Warren (ACC-WRN) Procurement Network (ProcNet)
tag.army.mil,Unknown
tamis.army.mil,Unknown
irris.tea.army.mil,Unknown
tead.army.mil,"Tooele Army Depot, Utah"
tec.army.mil,Topographic Engineering Center
tkn.army.mil,Unknown
tobyhanna.army.mil,Tobyhanna Army Depot
tr.army.mil,Unknown
trac.army.mil,TRADOC Analysis Center (TRAC)
tradoc.army.mil,G-3/5/7
arcic.tradoc.army.mil,Unknown
cadie.tradoc.army.mil,Unknown
cascom.tradoc.army.mil,Unknown
fcoe.tradoc.army.mil,Unknown
hq.tradoc.army.mil,Unknown
portal.tradoc.army.mil,Unknown
signal.tradoc.army.mil,Unknown
ssi.tradoc.army.mil,Unknown
usaasa.tradoc.army.mil,Army Aeronautical Services Agency
tradoccommonscenario.army.mil,Unknown
atiam.train.army.mil,Unknown
origin-atiam.train.army.mil,Unknown
transportation.army.mil,"Transportation School, Fort Eustis, Va."
us.army.mil,4th Sustainment Command (Expeditionary)
afm.us.army.mil,Unknown
afm0.us.army.mil,Unknown
afm1.us.army.mil,Unknown
afm2.us.army.mil,Unknown
afm3.us.army.mil,Unknown
afm4.us.army.mil,Unknown
afm5.us.army.mil,Unknown
afm6.us.army.mil,Unknown
afm7.us.army.mil,Unknown
afm8.us.army.mil,Unknown
afm9.us.army.mil,Unknown
akocac.us.army.mil,Unknown
akoim.us.army.mil,Unknown
armypubs.us.army.mil,Unknown
atc.us.army.mil,Unknown
authentix.us.army.mil,Unknown
awg.us.army.mil,Unknown
cal.us.army.mil,Unknown
ceava.us.army.mil,Unknown
crewtraining.us.army.mil,Unknown
culturaltool.us.army.mil,Unknown
eagle.us.army.mil,Unknown
federation.us.army.mil,Unknown
im.us.army.mil,Unknown
informationassurance.us.army.mil,Unknown
itsweb.us.army.mil,Unknown
cryptomod.kc.us.army.mil,Unknown
home.kc.us.army.mil,Unknown
sif.kc.us.army.mil,Unknown
team.kc.us.army.mil,Unknown
login.us.army.mil,Unknown
nogapsprofiler.us.army.mil,Unknown
peoeis.us.army.mil,Unknown
akocac.ps1.us.army.mil,Unknown
webauth.us.army.mil,Unknown
usaac.army.mil,Unknown
rotc.usaac.army.mil,Army Cadet Command
usaals.army.mil,"Aviation Logistics School, Fort Eustis, Va. (USAALS)"
usaarl.army.mil,U.S. Army Aeromedical Research Laboratory (USAARL)
usacac.army.mil,Army Joint Support Team (AJST)
usacacblogs.army.mil,Unknown
usacapoc.army.mil,U.S. Army Civil Affairs & Psychological Operations Command (Airborne)
usace.army.mil,U.S. Army Corps of Engineers Headquarters
corpsmapu.usace.army.mil,Unknown
erdc.usace.army.mil,Cold Regions Research and Engineering Laboratory (CRREL)
chl.erdc.usace.army.mil,Coastal and Hydraulics Laboratory (CHL)
el.erdc.usace.army.mil,Environmental Laboratory (EL)
gsl.erdc.usace.army.mil,Geotechnical and Structures Laboratory
itl.erdc.usace.army.mil,Information Technology Laboratory (ITL)
mvn.usace.army.mil,"Official Website of New Orleans District, US Army Corps of Engineers"
nid.usace.army.mil,Unknown
nld.usace.army.mil,Unknown
rsc-agisu.usace.army.mil,Unknown
usmart.usace.army.mil,Unknown
usamma.army.mil,"USAMRMC Program Management Office, Integrated Clinical Systems (PMO ICS)"
usammda.army.mil,U.S. Army Medical Materiel Development Activity (USAMMDA)
usamraa.army.mil,U.S. Army Medical Research Acquisition Activity (USAMRAA)
usamriid.army.mil,U.S. Army Medical Research Institute of Infectious Diseases (USAMRIID)
usanato.army.mil,"NATO, U.S. Army"
usapda.army.mil,Unknown
usar.army.mil,U.S. Army Reserve
esaiwr.usar.army.mil,Unknown
usaraf.army.mil,Southern European Task Force (Airborne) (SETAF)
usarak.army.mil,"Fort Richardson, Alaska"
usarc.army.mil,Unknown
usarec.army.mil,Recruiting
usariem.army.mil,U.S. Army Research Institute of Environmental Medicine (USARIEM)
usarj.army.mil,58th Signal Battalion
usarpac.army.mil,5th Battlefield Coordination Detachment
usarso.army.mil,U.S. Army South (USARSO/ARSOUTH)
usawocc.army.mil,Warrant Officer Career College
library.usma.army.mil,Unknown
webmail.usma.army.mil,Unknown
vaccines.army.mil,Vaccines
vce.army.mil,Unknown
usag.vicenza.army.mil,USAG Vicenza Vicenza Military Community
vote.army.mil,Unknown
wainwright.army.mil,USAG Fort Wainwright
webcm.army.mil,Unknown
wiesbaden.army.mil,U.S. Army Garrison Wiesbaden
wood.army.mil,4th Maneuver Enhancement Brigade
usamps.bb.wood.army.mil,Unknown
cbrn.wood.army.mil,Unknown
engineer.wood.army.mil,Unknown
mp.wood.army.mil,Unknown
mscoe.wood.army.mil,Unknown
origin-mscoe.wood.army.mil,Unknown
wrair.army.mil,Walter Reed Army Institute of Research (WRAIR)
rto.wrair.army.mil,Unknown
wrairhspb.army.mil,"Walter Reed Army Institute of Research,Human Subjects Protection Branch (HSPB)"
wsmr.army.mil,White Sands Missle Range
wsdmext.wsmr.army.mil,Unknown
wsmrc2vger.wsmr.army.mil,Unknown
wtc.army.mil,Army Wounded Warrior Program (AW2)
wva.army.mil,"Watervliet Arsenal, N.Y."
www4.army.mil,Soldier Well-Being
yuma.army.mil,"Yuma Proving Ground, Ariz."
armymedicine.mil,Army Medicine
cac.mil,DoD ID Card Reference Center
capmed.mil,Defense Health Agency National Capital Region Medical Directorate
apps.capmed.mil,Unknown
dthc.capmed.mil,"DiLorenzo TRICARE Health Clinic, Washington, D.C."
fbch.capmed.mil,Fort Belvoir Community Hospital
nicoe.capmed.mil,Unknown
wrnmmc.capmed.mil,"Walter Reed Medical Center, Washington, D.C."
wwcc.capmed.mil,Unknown
centcom.mil,Central Command
autodiscover.centcom.mil,Unknown
cew.centcom.mil,Unknown
cfhlowa.centcom.mil,Unknown
cfhmail.centcom.mil,Unknown
cpas.centcom.mil,Unknown
hqlowa.centcom.mil,Unknown
hqmail.centcom.mil,Unknown
mail.soccent.centcom.mil,Unknown
www2.centcom.mil,Unknown
www6.centcom.mil,Unknown
oms-u.js.ces.mil,Unknown
metadata.ces.mil,Unknown
malware.cybercom.mil,Unknown
darpa.mil,Defense Advanced Research Projects Agency (DARPA)
cgc.darpa.mil,Unknown
extranet.darpa.mil,Unknown
extranet-ext.darpa.mil,Unknown
dau.mil,Defense Acquisition University (DAU)
dap.dau.mil,Defense Acquisition Portal
identity.dau.mil,Unknown
dc3.mil,DOD Cyber Crime Center
dcaa.mil,Defense Contract Audit Agency (DCAA)
dcma.mil,Defense Contract Management Agency (DCMA)
360.dcma.mil,Unknown
portal.360.dcma.mil,Unknown
autodiscover.dcma.mil,Unknown
bluemaat1.dcma.mil,Unknown
bluemaya3.dcma.mil,Unknown
econnect.dcma.mil,Unknown
google.dcma.mil,Unknown
home.dcma.mil,Unknown
io.dcma.mil,Unknown
lawlink.dcma.mil,Unknown
mocasbb.dcma.mil,Unknown
slvrmaat1.dcma.mil,Unknown
slvrmaya3.dcma.mil,Unknown
dcoe.mil,Defense Centers of Excellence (DCoE) for Psychological Health and Traumatic Brain Injury
afterdeployment.dcoe.mil,Unknown
dvbic.dcoe.mil,Defense and Veterans Brain Injury Center (DVBIC)
militaryparenting.dcoe.mil,Unknown
defense.mil,United States Department of Defense
defenseimagery.mil,Defense Imagery
defenseinnovationmarketplace.mil,Defense Innovation Marketplace
defenselink.mil,American Forces Information Service
deps.mil,Unknown
dfas.mil,Defense Finance and Accounting Service (DFAS)
corpweb1.dfas.mil,Unknown
cust-support.dfas.mil,Unknown
mtmt.dfas.mil,Unknown
mypay.dfas.mil,myPay
mypayeaw.dfas.mil,Unknown
portfolio.dha.mil,Unknown
dhra.mil,Defense Human Resources Activity (DHRA)
dia.mil,Defense Intelligence Agency
diajobs.dia.mil,Unknown
dimoc.mil,DIMOC
disa.mil,Defense Information Systems Agency (DISA)
ca-21.c3pki.chamb.disa.mil,Unknown
email-ca-21.c3pki.chamb.disa.mil,Unknown
email-sw.c3pki.chamb.disa.mil,Unknown
id-sw.c3pki.chamb.disa.mil,Unknown
cloudservices.disa.mil,Unknown
crl.disa.mil,Unknown
adls-qm.csd.disa.mil,Unknown
adlstools.csd.disa.mil,Unknown
aetc.csd.disa.mil,Unknown
aetc2.csd.disa.mil,Unknown
afcesa.csd.disa.mil,Unknown
afcesa2.csd.disa.mil,Unknown
afms.csd.disa.mil,Unknown
afms2.csd.disa.mil,Unknown
aftr2.csd.disa.mil,Unknown
afwkc.csd.disa.mil,Unknown
afwkc2.csd.disa.mil,Unknown
ellc.learn.army.mil.edgekey.akamai.csd.disa.mil,Unknown
amc.csd.disa.mil,Unknown
utinhpqo.army.csd.disa.mil,Unknown
af.ataaps.csd.disa.mil,ATAAPS
athd-crm.csd.disa.mil,Training - Help Desk
athd-crm--pro.csd.disa.mil,Unknown
athd-crm--tst.csd.disa.mil,Unknown
athd-crm--upgrade.csd.disa.mil,Unknown
au.csd.disa.mil,Unknown
au2.csd.disa.mil,Unknown
awcts.csd.disa.mil,Unknown
ca-22.csd.disa.mil,Unknown
ca-28.csd.disa.mil,Unknown
cac1.csd.disa.mil,Unknown
cac3.csd.disa.mil,Unknown
centralpki.csd.disa.mil,Unknown
cpars.csd.disa.mil,Unknown
dataxfer.csd.disa.mil,Unknown
dmoapps.csd.disa.mil,Unknown
dtmo-crm.csd.disa.mil,Unknown
dtmo-crm--pro.csd.disa.mil,Unknown
dtmo-crm--rnt.csd.disa.mil,Unknown
dtmo-crm--upgrade.csd.disa.mil,Unknown
dtmo2-crm.csd.disa.mil,Unknown
dtmo2-crm--pro.csd.disa.mil,Unknown
dtmo2-crm--rnt.csd.disa.mil,Unknown
dtmo2-crm--upgrade.csd.disa.mil,Unknown
dtmotest-crm.csd.disa.mil,Unknown
dtmotest-crm--pro.csd.disa.mil,Unknown
dtmotest-crm--rnt.csd.disa.mil,Unknown
dtmotest-crm--upgrade.csd.disa.mil,Unknown
eas.csd.disa.mil,Unknown
email-ca-22.csd.disa.mil,Unknown
email-sw.csd.disa.mil,Unknown
esgr.csd.disa.mil,Unknown
fm.csd.disa.mil,Unknown
fm2.csd.disa.mil,Unknown
fmkb-crm--dev.csd.disa.mil,Unknown
fmkb-crm--dr2.csd.disa.mil,Unknown
fmkb-crm--pro1.csd.disa.mil,Unknown
fmkb-crm--pro2.csd.disa.mil,Unknown
fmkb-crm--pro3.csd.disa.mil,Unknown
fmkb-crm--test.csd.disa.mil,Unknown
fmkb-crm-2--dev.csd.disa.mil,Unknown
fmkb-crm-2--rnt2.csd.disa.mil,Unknown
fskc.csd.disa.mil,Unknown
golearn.csd.disa.mil,Advanced Distributed Learning Service
golearn2.csd.disa.mil,Unknown
email-sw.pki.gtm.csd.disa.mil,Unknown
id-sw.pki.gtm.csd.disa.mil,Unknown
gum-crm.csd.disa.mil,Air Force Civilian Employment
gum-crm--pro1.csd.disa.mil,Unknown
gum-crm--pro2.csd.disa.mil,Unknown
gum-crm--pro3.csd.disa.mil,Unknown
gum-crm-2--dev.csd.disa.mil,Unknown
gum-crm-2--rnt2.csd.disa.mil,Unknown
iavm.csd.disa.mil,Unknown
id-sw.csd.disa.mil,Unknown
installer-afpc--dev.csd.disa.mil,Unknown
installer-afpc--pro.csd.disa.mil,Unknown
installer-afpc--pro1.csd.disa.mil,Unknown
installer-afpc--pro2.csd.disa.mil,Unknown
installer-afpc--pro3.csd.disa.mil,Unknown
installer-afpc--rnt.csd.disa.mil,Unknown
installer-afpc--rnt2.csd.disa.mil,Unknown
installer-afpc--test.csd.disa.mil,Unknown
installer-afpc--tst.csd.disa.mil,Unknown
installer-ksacry-ds.csd.disa.mil,Unknown
ksacry-ds.csd.disa.mil,Unknown
marforres-crm.csd.disa.mil,Unknown
marforres-crm--pro.csd.disa.mil,Unknown
marforres-crm--tst.csd.disa.mil,Unknown
marforres-crm--upgrade.csd.disa.mil,Unknown
mcare.csd.disa.mil,Unknown
mhce.csd.disa.mil,Unknown
miap.csd.disa.mil,Unknown
miap-coop.csd.disa.mil,Unknown
miaptest.csd.disa.mil,Unknown
microsnap.csd.disa.mil,Unknown
nslcptsmh.csd.disa.mil,Unknown
ors.csd.disa.mil,Operationally Responsive Space Office
pdrep.csd.disa.mil,Unknown
unnpi.pdrep.csd.disa.mil,Unknown
pmits.csd.disa.mil,Unknown
pqdrii.csd.disa.mil,Unknown
registry.csd.disa.mil,Unknown
registry-test.csd.disa.mil,Unknown
robinstaa.csd.disa.mil,Unknown
sf-cte.csd.disa.mil,Unknown
sf-cte2.csd.disa.mil,Unknown
sso.csd.disa.mil,Unknown
ssopt.csd.disa.mil,Unknown
tamogdd.csd.disa.mil,Unknown
uhilhp00.csd.disa.mil,Unknown
umechpfb.csd.disa.mil,Unknown
umechpfc.csd.disa.mil,Unknown
umechpfd.csd.disa.mil,Unknown
vpn.csd.disa.mil,Unknown
vpn-cols.csd.disa.mil,Unknown
vpn-mech.csd.disa.mil,Unknown
vpn-ogdn.csd.disa.mil,Unknown
webapps.csd.disa.mil,Unknown
wmaafip.csd.disa.mil,Unknown
id-sw.c3pki.den.disa.mil,Unknown
app.disaconus.disa.mil,Unknown
disadirect.disa.mil,Unknown
ditco.disa.mil,Unknown
drr.disa.mil,Unknown
email-sw.disa.mil,Unknown
jit.fhu.disa.mil,Unknown
crl.gds.disa.mil,Unknown
crl2.gds.disa.mil,Unknown
dod411.gds.disa.mil,Unknown
gnsc.disa.mil,Unknown
id-sw.disa.mil,Unknown
idm.disa.mil,Unknown
intranet.disa.mil,Unknown
ca.intranet.disa.mil,Unknown
reg.intranet.disa.mil,Unknown
ssopki.intranet.disa.mil,Unknown
osdhsf1.ncr.disa.mil,Unknown
amclg.okc.disa.mil,Unknown
owa.disa.mil,Unknown
ebis.satx.disa.mil,Unknown
app1.west.sldcada.disa.mil,Unknown
smart.stax.disa.mil,Unknown
video.disa.mil,Unknown
workspaces.disa.mil,Unknown
alt.workspaces.disa.mil,Unknown
distribute.mil,Unknown
partner.distribute.mil,Unknown
dla.mil,Defense Logistics Agency (DLA)
auth-dod-emall.dla.mil,Unknown
aviation.dla.mil,Unknown
ellis.aviation.dla.mil,Unknown
rmt.aviation.dla.mil,Unknown
cotrinity.dla.mil,Unknown
doni.daps.dla.mil,Unknown
fastracker.desc.dla.mil,Unknown
pubweb.dispositionservices.dla.mil,Unknown
wearedla.dispositionservices.dla.mil,Unknown
distribution.dla.mil,Unknown
vsm.distribution.dla.mil,Unknown
dlis.dla.mil,Defense Logistics Information Service (DLIS)
apps.dlis.dla.mil,Unknown
hmirsmsds.dlis.dla.mil,Unknown
dlmso.dla.mil,Unknown
dacspr.documentservices.dla.mil,Unknown
api.dacspr.documentservices.dla.mil,Unknown
demo.dacspr.documentservices.dla.mil,Unknown
doni.documentservices.dla.mil,Unknown
forms.documentservices.dla.mil,Unknown
dod-emall.dla.mil,Unknown
drms.dla.mil,Unknown
pubweb.drms.dla.mil,Unknown
dscr.dla.mil,Unknown
ellis.dscr.dla.mil,Unknown
rmt.dscr.dla.mil,Unknown
dsp.dla.mil,Unknown
east-trinity.dla.mil,Unknown
auth.emall.dla.mil,Unknown
dod.emall.dla.mil,Unknown
fastracker.energy.dla.mil,Unknown
ports2.energy.dla.mil,Unknown
wwc.europe.dla.mil,Unknown
fusioncenter.dla.mil,Unknown
fortbelvoir.citrix.hq.dla.mil,Unknown
dlavideoprograms.hq.dla.mil,Unknown
srm-e.hq.dla.mil,Unknown
wicap.hq.dla.mil,Unknown
hqtrinity.dla.mil,Unknown
ebis.hr.dla.mil,Unknown
ebis.humanresources.dla.mil,Unknown
logisticsinformationservice.dla.mil,Unknown
apps.logisticsinformationservice.dla.mil,Unknown
hmirsmsds.logisticsinformationservice.dla.mil,Unknown
mail.dla.mil,Unknown
medical.dla.mil,Unknown
okctrinity.dla.mil,Unknown
quicksearch.dla.mil,"Standards and Specifications, Military"
remotec.dla.mil,Unknown
strategicmaterials.dla.mil,Unknown
strategicmaterialssales.dla.mil,Unknown
trinity.dla.mil,Unknown
dma.mil,Defense Media Activity (DMA)
access.dma.mil,Unknown
dinfos.dma.mil,Defense Information School
portal.dinfos.dma.mil,Unknown
jhns.dma.mil,Hometown News Service
static.dma.mil,2013 CSAF Reading List
spot.dmdc.mil,Unknown
topss.dmdc.mil,Unknown
dod.mil,United States Department of Defense
biometrics.dod.mil,Biometrics Identity Management Agency
codvt.dod.mil,Unknown
connect.dco.dod.mil,Unknown
connect1satx.dco.dod.mil,Unknown
connect2satx.dco.dod.mil,Unknown
connectcol.dco.dod.mil,Unknown
defensetravel.dod.mil,Defense Travel Management Office
survey.jpeocbd.dod.mil,Unknown
militaryblood.dod.mil,Armed Services Blood Program
militaryhomefront.dod.mil,Military Children and Youth
pfi.dod.mil,Personnel Force Innovation
dodig.mil,Inspector General
dodlive.mil,DoD Live Blog
armylive.dodlive.mil,ArmyLive Blog
armygk.armylive.dodlive.mil,Golden Knights
jackson.armylive.dodlive.mil,"Fort Jackson, S.C."
chds.dodlive.mil,William J. Perry Center for Hemispheric Defense Studies
coastguard.dodlive.mil,Coast Guard Compass
alaska.coastguard.dodlive.mil,Coast Guard Alaska
allhands.coastguard.dodlive.mil,Coast Guard All Hands
greatlakes.coastguard.dodlive.mil,Coast Guard Great Lakes
heartland.coastguard.dodlive.mil,Coast Guard Heartland
mariners.coastguard.dodlive.mil,Unknown
midatlantic.coastguard.dodlive.mil,Coast Guard Mid Atlantic
northeast.coastguard.dodlive.mil,Coast Guard Northeast
northwest.coastguard.dodlive.mil,Coast Guard Pacific Northwest
pacificsouthwest.coastguard.dodlive.mil,Coast Guard Pacific Southwest
greenfleet.dodlive.mil,Currents Magazine
marines.dodlive.mil,More
ncojournal.dodlive.mil,NCO Journal
open.dodlive.mil,DOD Open Government
soldiers.dodlive.mil,Soldiers Magazine
vaguard.dodlive.mil,Virginia National Guard
warriorcare.dodlive.mil,Wounded Warrior Care and Transition Policy
dodtechipedia.mil,DoD Techipedia
autodiscover.erdc.dren.mil,Unknown
mail.erdc.dren.mil,Unknown
mobile.erdc.dren.mil,Unknown
webmail.erdc.dren.mil,Unknown
dsca.mil,Defense Security Cooperation Agency (DSCA)
pony.express.dsca.mil,Unknown
sc-ppbe.dsca.mil,Unknown
dss.mil,Defense Security Service
enrol.dss.mil,Unknown
obms.dss.mil,Unknown
obms2.dss.mil,Unknown
qmark.dss.mil,Unknown
sso.dss.mil,Unknown
sso2.dss.mil,Unknown
stepp.dss.mil,Unknown
dtic.mil,Defense Technical Information Center - (DTIC)
acau.dtic.mil,Unknown
ca.dtic.mil,Feedback
cendi.dtic.mil,CENDI
exhibits.dtic.mil,Unknown
exhibits-prod-release.dtic.mil,Unknown
exhibits-prod-release-ws.dtic.mil,Unknown
exhibits-ws.dtic.mil,Unknown
exhibits-ws1.dtic.mil,Unknown
exhibits-ws2.dtic.mil,Unknown
iac.dtic.mil,Unknown
uxocoe-ca1.dtic.mil,Unknown
uxocoe-ca2.dtic.mil,Unknown
dtra.mil,Defense Threat Reduction Agency (DTRA)
umds1-vgw.cnttr.dtra.mil,Unknown
indrac.dtra.mil,Unknown
stars-legacy.dtra.mil,Unknown
dtsa.mil,Defense Technology Security Administration (DTSA) Website
esgr.mil,"Employer Support of the Guard and Reserve, National Committee for (ESGR)"
esi.mil,Enterprise Software Initiative (ESI)
eucom.mil,European Command
cms.eucom.mil,Unknown
portal.eucom.mil,Unknown
register.eucom.mil,Unknown
res.eucom.mil,Unknown
soceur.eucom.mil,Unknown
portal.soceur.eucom.mil,Unknown
tsc.eucom.mil,Unknown
www2.eucom.mil,Unknown
freedomaward.mil,Secretary of Defense Employer Support Freedom Award
health.mil,Wounded Warrior Care
dcoe.health.mil,Defense Centers of Excellence (DCoE)
chembio.dhhq.health.mil,Unknown
mhaquiz.dhhq.health.mil,Unknown
prosight.dhhq.health.mil,Unknown
rhca.dhhq.health.mil,Unknown
facilities.health.mil,Unknown
home.facilities.health.mil,Unknown
ms1691.facilities.health.mil,Unknown
rpss.facilities.health.mil,Unknown
autodiscover-mdusoc.mhsi.health.mil,Unknown
autodiscover-txusoc.mhsi.health.mil,Unknown
oa-mdusoc.health.mil,Unknown
oa-txusoc.health.mil,Unknown
dodser.t2.health.mil,Unknown
webmail.health.mil,Unknown
webmail-mdusoc.health.mil,Unknown
webmail-txusoc.health.mil,Unknown
trmc.aedc.hpc.mil,Unknown
arl.hpc.mil,U.S. Army Research Laboratory DOD Supercomputing Resource Center
help.ccac.hpc.mil,Unknown
milcloud.ceif.hpc.mil,Unknown
testforge.ceif.hpc.mil,Unknown
daac.hpc.mil,Unknown
ieapp.erdc.hpc.mil,Unknown
ieappsys.erdc.hpc.mil,Unknown
portal.erdc.hpc.mil,Unknown
resstaging.fedsun.hpc.mil,Unknown
unrstaging.fedsun.hpc.mil,Unknown
helpdesk.hpc.mil,Unknown
dportal.mhpcc.hpc.mil,Unknown
portal.mhpcc.hpc.mil,Unknown
autodiscover.nwdc.hpc.mil,Unknown
confluence.nwdc.hpc.mil,Unknown
jira.nwdc.hpc.mil,Unknown
webmail.nwdc.hpc.mil,Unknown
portal.hpc.mil,Unknown
dev.portal.hpc.mil,Unknown
idistribute.mil,Unknown
jcs.mil,Joint Chiefs of Staff
email.jcse.mil,Unknown
extranet.jcse.mil,Unknown
jdrs.mil,Unknown
bicprod.jdrs.mil,Unknown
jkcs.jdrs.mil,Unknown
jkcsdev.jdrs.mil,Unknown
jkcstest.jdrs.mil,Unknown
litedev.jdrs.mil,Unknown
test.jdrs.mil,Unknown
train.jdrs.mil,Unknown
utilprod.jdrs.mil,Unknown
wsprod.jdrs.mil,Unknown
jecc.mil,Joint Enabling Capabilities Command
jfcom.mil,Joint Forces Command
jko.jfcom.mil,Joint Knowledge Online
jieddo.mil,Joint IED Defeat Organization (JIEDDO)
collaboration.jieddo.mil,Unknown
command.jieddo.mil,Unknown
extranet.jieddo.mil,Unknown
intranet.jieddo.mil,Unknown
mysite.jieddo.mil,Unknown
operations.jieddo.mil,Unknown
register.jieddo.mil,Unknown
jpmis.mil,Unknown
contour.jpmis.mil,Unknown
jpmisex1.jpmis.mil,Unknown
mail.jpmis.mil,Unknown
jpra.mil,Joint Personnel Recovery Agency
prpublic.jpra.mil,Unknown
public.jpra.mil,Unknown
cvamp.js.mil,Unknown
jtims.js.mil,Unknown
jsf.mil,Joint Strike Fighter
jce.xce.jsf.mil,Unknown
uag.xce.jsf.mil,Unknown
jtdi.mil,Unknown
upw.jtdi.mil,Unknown
jten.mil,Joint Training and. Experimentation Network
web.mail.mil,Web mail
marines.mil,Marine Corps
10thmarines.marines.mil,10th Marine Regiment
11thmeu.marines.mil,11th Marine Expeditionary Unit
13thmeu.marines.mil,13th Marine Expeditionary Unit
15thmeu.marines.mil,15th Marine Expeditionary Unit
1stmardiv.marines.mil,11th Marine Regiment
1stmaw.marines.mil,1st Marine Aircraft Wing
1stmlg.marines.mil,1st Maintenance Battalion
22ndmeu.marines.mil,22nd Marine Expeditionary Unit
24thmeu.marines.mil,24th Marine Expeditionary Unit
26thmeu.marines.mil,26th Marine Expeditionary Unit (MEU)
29palms.marines.mil,"Marine Corps Air Ground Combat Center, Twentynine Palms"
2ndmardiv.marines.mil,2nd Marine Division
2ndmarines.marines.mil,2nd Marine Regiment
2ndmaw.marines.mil,2nd Marine Aircraft Wing
2ndmeb.marines.mil,2nd Marine Expeditionary Brigade
2ndmlg.marines.mil,2nd Marine Logistics Group
3rdmardiv.marines.mil,12th Marine Regiment
3rdmaw.marines.mil,3rd Low Altitude Air Defense Battalion
3rdmlg.marines.mil,3rd Marine Logistics Group
6thmarines.marines.mil,"2nd Battalion, 9th Marine Regiment"
8thmarines.marines.mil,8th Marine Regiment
9thmcd.marines.mil,9th Marine Corps District
albany.marines.mil,Marine Corps Logistics Base Albany
aviation.marines.mil,Headquarters Marine Corps Aviation
barracks.marines.mil,Marine Barracks Washington
beaufort.marines.mil,Marine Corps Air Station Beaufort
bic.marines.mil,Blount Island Command
cbirf.marines.mil,Chemical Biological Incident Response Force
cherrypoint.marines.mil,Marine Corps Air Station Cherry Point
clr2.marines.mil,Combat Logistics Regiment 2
clr25.marines.mil,Combat Logistics Regiment 25
clr27.marines.mil,Combat Logistics Regiment 27
dpc-east.marines.mil,Deployment Processing Command-East
drumcorps.marines.mil,"""The Commandant's Own,"" The United States Marine Drum and Bugle Corps"
gceitf.marines.mil,Ground Combat Element Integrated Task Force
hqmc.marines.mil,FOIA
iandl.marines.mil,Installations and Logistics Excellence in Logistics
iimef.marines.mil,II Marine Expeditionary Force
iimeffwd.marines.mil,II Marine Expeditionary Force (Forward)
imef.marines.mil,1st Air Naval Gunfire Liaison Company
lejeune.marines.mil,Marine Corps Base Camp Lejeune
logcom.marines.mil,Marine Corps Logistics Command
macg28.marines.mil,Marine Air Control Group 28
mag14.marines.mil,Marine Aircraft Group 14
mag26.marines.mil,Marine Aircraft Group 26
mag29.marines.mil,Marine Aircraft Group 29
mag31.marines.mil,Marine Aircraft Group 31
marcent.marines.mil,Marine Corps Forces Central Command
marcorsyscom.marines.mil,Marine Corps Systems Command
marforaf.marines.mil,"U.S. Marine Corps Forces, Africa"
marforcom.marines.mil,U.S. Marine Corps Forces Command
marforeur.marines.mil,"U.S. Marine Corps Forces, Europe"
marfork.marines.mil,U.S. Marine Corps Forces Korea
marforpac.marines.mil,U.S. Marine Corps Forces Pacific
marforres.marines.mil,25th Marine Regiment / HQ Company
marforsouth.marines.mil,U.S. Marine Corps Forces South
marforstrat.marines.mil,"U.S. Marine Corps Forces, USSTRATCOM"
marineband.marines.mil,The United States Marine Band
marsoc.marines.mil,U.S. Marine Corps Forces Special Operations Command
mcasfutenma.marines.mil,Marine Corps Air Station Futenma
mcasiwakuni.marines.mil,"Marine Corps Air Station Iwakuni, Japan"
